Wall time,Step,Value
1761753595.4322007,20000,1.340000033378601
1761753744.0261998,40000,1.75
1761753899.6886938,60000,0.8199999928474426
1761754056.895531,80000,2.5999999046325684
1761754216.9821723,100000,2.799999952316284
1761754382.3236094,120000,4.070000171661377
1761754543.1937006,140000,1.5099999904632568
1761754706.6317325,160000,5.199999809265137
1761754866.9378307,180000,3.569999933242798
1761755034.4702833,200000,11.079999923706055
1761755203.1284678,220000,8.579999923706055
1761755359.3435383,240000,5.010000228881836
1761755519.8591528,260000,8.9399995803833
1761755687.500771,280000,16.8700008392334
1761755850.1724172,300000,16.139999389648438
1761756013.28924,320000,15.399999618530273
1761756175.0297234,340000,21.549999237060547
1761756341.8346288,360000,10.859999656677246
1761756505.784979,380000,16.610000610351562
1761756664.8507657,400000,22.579999923706055
1761756826.4976573,420000,15.930000305175781
1761756988.9784296,440000,22.479999542236328
1761757149.227082,460000,27.8799991607666
1761757310.6174135,480000,34.75
1761757472.4793627,500000,15.15999984741211
1761757631.9850085,520000,17.8799991607666
1761757798.348288,540000,25.93000030517578
1761757963.070724,560000,26.780000686645508
1761758123.743232,580000,16.68000030517578
1761758290.0100238,600000,38.130001068115234
1761758454.8689008,620000,20.31999969482422
1761758614.048315,640000,54.59000015258789
1761758774.5538895,660000,53.04999923706055
1761758935.4144905,680000,52.88999938964844
1761759097.0652075,700000,9.119999885559082
1761759268.1781573,720000,15.149999618530273
1761759434.9659715,740000,45.86000061035156
1761759601.2081091,760000,16.520000457763672
1761759766.0715184,780000,36.400001525878906
1761759929.8830435,800000,66.91000366210938
1761760094.0114741,820000,49.79999923706055
1761760255.2763472,840000,67.83999633789062
1761760414.8250155,860000,24.829999923706055
1761760575.0484178,880000,24.59000015258789
1761760736.3418841,900000,9.460000038146973
1761760897.2303486,920000,56.290000915527344
1761761055.0506704,940000,49.369998931884766
1761761217.6311762,960000,28.469999313354492
1761761379.8722796,980000,25.31999969482422
1761761543.7893786,1000000,41.790000915527344
