timestamp,step,mean_reward,std_reward,min_reward,max_reward,mean_length,std_length
2025-10-29T20:59:50.133391,10000,-0.09999999999999995,0.39999999999999997,-0.8999999999999999,0.10000000000000014,192.2,73.59728255852929
2025-10-29T21:02:00.209818,20000,2.3,1.1661903789690597,1.0999999999999999,4.099999999999999,149.8,62.22346824149229
2025-10-29T21:04:11.970370,30000,2.0999999999999996,1.0954451150103317,1.0999999999999999,4.099999999999999,215.4,26.066069899392197
2025-10-29T21:06:17.620241,40000,2.8999999999999995,0.9797958971132709,2.099999999999999,4.099999999999999,138.4,44.98266332710859
2025-10-29T21:08:26.096617,50000,2.0999999999999996,0.6324555320336755,1.1,3.099999999999999,189.6,27.499818181217126
2025-10-29T21:10:35.642221,60000,1.9,1.4696938456699062,0.10000000000000014,4.099999999999999,205.2,70.64106454464003
2025-10-29T21:12:37.479499,70000,3.099999999999999,0.6324555320336757,2.099999999999999,4.099999999999999,139.4,43.028362739012046
2025-10-29T21:14:47.514211,80000,1.6999999999999997,0.7999999999999997,0.10000000000000009,2.0999999999999996,170.6,28.359125515431536
2025-10-29T21:16:54.167980,90000,2.3,0.9797958971132706,1.1,3.099999999999999,211.6,25.279240494919936
2025-10-29T21:19:06.458754,100000,3.099999999999999,0.8944271909999157,2.099999999999999,4.1,222.2,74.01459315567438
2025-10-29T21:21:15.027396,110000,3.099999999999999,0.8944271909999159,2.099999999999999,4.1,215.6,60.65179304851589
2025-10-29T21:23:21.339810,120000,2.0999999999999996,3.9720546451956367e-16,2.099999999999999,2.0999999999999996,187.0,23.790754506740637
2025-10-29T21:25:30.792916,130000,1.5,1.0198039027185566,0.10000000000000009,3.099999999999999,218.2,39.45326348985594
2025-10-29T21:27:38.860110,140000,3.099999999999999,0.8944271909999156,2.099999999999999,4.099999999999999,164.4,16.84755175092215
2025-10-29T21:29:48.721389,150000,1.2999999999999996,0.7483314773547879,0.09999999999999995,2.099999999999999,196.6,36.07547643483035
2025-10-29T21:31:55.605921,160000,1.2999999999999998,1.16619037896906,0.09999999999999998,3.0999999999999996,224.2,31.90861952513772
2025-10-29T21:34:03.246939,170000,1.8999999999999997,1.9390719429665315,0.10000000000000003,5.1,154.4,29.89046670763105
2025-10-29T21:36:07.265862,180000,2.6999999999999997,1.3564659966250534,1.1,4.1,148.4,56.810562398201974
2025-10-29T21:38:14.929899,190000,2.499999999999999,1.4966629547095758,0.09999999999999998,4.1,177.4,15.33101431738944
